Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,id
156779.0,-0.88831910829455,1.55178184298339,-1.25435255982019,-1.17818404309402,0.618712571783661,-1.52560088525826,1.19011497428286,0.152030604176344,-0.316528957999222,0.101499279019044,0.659460757721924,0.310457216626559,-1.24012850355992,1.28900588363749,-0.745195047142769,-0.427789988713925,-0.360351216318669,0.11285021718231,-0.0093003885969461,0.0099939124468942,0.279816118900277,0.946046793070796,-0.161775052262445,0.0394759014544276,-0.269839929523439,0.0828899052751985,0.47494311545047,0.320536820046996,8.99,0,254539
30160.73790176491,0.1506636801023222,0.7193676557496864,-0.8139540576036759,1.3045505122662853,0.6085295476654752,-1.7087296133457748,-0.0134495378919837,-0.1108355992770522,-0.7974979446533316,-0.916779215895653,1.3225910099612164,-1.358909444649098,-0.2415272329268314,-1.3703532871448485,-0.7990128771581819,-0.3600039578134765,0.0968843184284131,0.396101371278787,-2.044879780924328,0.331614201344965,0.0468104712774933,-0.5681523275659884,-0.5651639457433473,0.2336346241399439,2.454896877751919,1.0580558541409082,0.7333537441451397,1.1451271765659206,11195.72,1,853146
58988.258984864246,-0.743341262574239,0.524120490540785,-0.3195955275700048,-0.9912612511288728,-0.398589012452425,-0.2976051111533145,-0.0342143135666064,0.6341441547760829,0.4284462117751995,0.6279437335863667,-0.7729048310656018,1.7744379215850177,-1.1338289136760835,2.869437311077871,-1.1130325440217723,1.1023020904439873,0.6793767770540636,0.3072304755138421,-0.3063786149382689,-0.3045657661185558,-0.1450614791936378,-0.7145394554298475,0.4813880078254784,-0.0664913986041879,-0.2965615185311249,0.3864439037896378,-0.234731949847181,-0.1283775387572783,22752.97,0,462633
61466.0,0.782048141219103,-0.12207738348951,0.323407379651944,2.41805612336173,0.029234550795509,0.702427043472629,0.0247386209143492,0.312445965546456,-0.835218603618215,0.765647272008419,1.33156009703131,-0.0270707457860763,-1.4703986343641,0.870465404839491,0.45676518837429,0.296384853227382,-0.216988777974696,-0.360223485701821,-1.5503168603979,0.0058816529240998,0.300739694203152,0.490129323316575,-0.187921624625747,-0.295750046539332,0.365694185605581,0.176568106786884,-0.0230098573367291,0.0240735752377506,152.13,0,86945
67135.0700805729,1.8224355863083403,-0.477496267235055,-0.0382146281871171,-0.5600108112736827,0.4603534673641368,0.3359185438235138,0.3831163234231968,-0.1748809523432421,2.075916260849024,0.495982384328244,-0.0657075482007506,-0.3117748639147191,0.2255286678077873,2.8294613946027183,-0.3858115045643236,0.5636170991964146,0.3774510042482652,1.4057411804831197,-0.0926706182204492,-0.5167913871825348,-0.0603239040900446,0.5267474774953087,-0.0677098649845708,0.0574169622371062,0.4573874901910616,-1.1493932014099146,-0.2808687950907909,-0.2769155767228617,639.81,0,443112
133442.0,-3.21140740356529,-0.958317764115077,-0.577491237200571,-0.181472995330424,1.14096221705248,1.26331974714101,1.89496248678219,-0.293594650136518,-0.107927350921878,-0.0604949011242659,1.09212979050275,0.302793715133719,-0.447152834816661,0.477674797837947,1.12668309513853,-1.23157377088494,0.184581667885954,-0.755010148282494,0.583355825570583,-1.41393639959383,-0.276023103997037,0.808886393174081,-0.554422875549574,-1.51414458090028,0.910425642204034,-0.196787141749649,-0.403470035879114,-0.650749891959697,291.42,0,200454
57909.0,1.33284931179458,0.389198249184276,-2.16559660467804,-0.306872623831362,2.6413512514436,2.80808376427436,-0.171626636099457,0.683351733616692,-0.29796200128389,-0.652096600406493,0.418002664896219,-0.322436923729675,-0.143469154599387,-1.15452429586619,1.157633713505,0.878174917750572,0.536917519702814,0.712873012618197,0.0067735552253612,0.0536071193018422,-0.207432404472897,-0.692416684181818,-0.118597511644349,0.891479667860564,0.730240364330148,0.384013445762976,-0.0284652724675567,0.0361233094119335,0.76,0,79192
156480.0,2.12790583021635,-0.874310726916686,-1.48775593272621,-0.608133625454183,-0.289155398088917,-0.162417944668823,-0.509477652325357,0.0466218935252744,-0.38260337411203,1.05892445095671,-0.0217368136330554,-0.434492014889452,-1.8213579226144,0.672467551710925,-0.713511907610293,-1.38079878906811,-0.15458862812678,1.25370074077648,-0.134742095071755,-0.681429806878009,-0.603375950689454,-1.30569032632287,0.363272506112939,0.210607309970775,-0.381886894525541,0.372671024812321,-0.0792411405211775,-0.0693276121762963,20.98,0,253889
162049.5132779817,0.0103912660890099,-0.1091130013075153,0.8402086474338785,-0.233984827813672,0.6273720817724221,0.4334530642561127,0.6289217516501684,-0.117633406872235,0.0694581586829149,0.4055269212398278,0.079323060939441,0.5603658415021217,-0.7089926058326514,0.3513955279952328,0.9591355024603444,0.6078302818714219,0.753965815788785,1.056630964772409,-0.0246862871800493,-0.2090059554936695,-0.0732092906125401,0.1515547534490515,-0.1989751108381722,-0.6894031856724057,0.2922718961251085,-0.4960737164496415,-0.3266072101984042,-0.09040465968128,22882.09,1,611803
158567.11250676692,0.4908466232804693,-0.4121519126656415,0.6165962277944059,-1.328011676873495,0.1962734419487728,0.0102408552541749,0.5235134164489698,-0.2420068197124736,0.1212884812937006,0.4971563137221883,-0.8112559509911224,0.3661658173277592,1.6872639661751767,-0.1831996048485433,-0.0519818534333662,1.6721930844122357,0.9153614404079934,0.0739144898450129,0.1969608659309291,0.165125574849328,0.0201556487188538,1.1258559445745668,-0.0755171927968097,-0.2841594393176644,-1.1897562096388423,-0.3828330525802758,-0.2469962275665996,-0.3447830337232218,999.81,0,514684
